names;1.1.1. Forma��o Florestal;1.1.2. Forma��o Sav�nica;1.2. Floresta Plantada;2.1. �rea �mida Natural n�o Florestal;2.2. Forma��o Campestre (Campo);2.5. Outra Forma��o n�o Florestal;3.1. Pastagem;3.2.1. Cultura Anual e Perene;3.2.2. Cultura Semi-Perene;3.3 Mosaico de Agricultura ou Pastagem;4.1. Infraestrutura Urbana;5.1. Rio, Lago e Oceano;total;population;population bias;user's accuracy;user stderr;error of comission;area dis
5.1. Rio, Lago e Oceano;0.0003174857754653844;2.9002644725732028e-05;0.0;0.00018470156781183448;8.219761831093378e-05;0.00031418232626273084;9.769602037912877e-05;0.0;0.0;0.0;0.0;0.011444434087238275;0.01246970004019402;0.01246970004019402;0.002907450915876609;0.9177794213452632;0.028282772627874316;0.08222057865473675;0.002907450915876608
total;0.5567793667371971;0.15466348710922104;0.0040509777712578006;0.0030547219270727352;0.0474152495781634;0.028565653380158373;0.1503268472285618;0.021129413876292417;0.0030193217201078025;0.01221975308654907;0.0033980566293302346;0.015377150956070628;0.9999999999999997;0.9999999999999997;0;0.8345937099176455;0.005945448704959934;0.16540629008235452;0.04805442386881956
adj population;0.5567793667372095;0.15466348710922334;0.0040509777712578;0.003054721927072739;0.047415249578162996;0.028565653380158425;0.15032684722856504;0.021129413876292257;0.003019321720107804;0.012219753086549039;0.003398056629330232;0.015377150956070602;0.9999999999999997;NA;NA;NA;NA;NA;NA
adj pop stdErr;0.004274527121109306;0.003383010764198081;0.0006467444470921182;0.0006421078313787039;0.0021269248822618526;0.0013011041345648074;0.0034117256974343056;0.0014598916524758466;0.0005518762186360914;0.0011498421307751061;0.0005977271847067917;0.0010262433813748217;0.02057172544600783;NA;NA;NA;NA;NA;NA
producer's accuracy;0.9512564576250597;0.6473196150310171;0.5733520162552969;0.648879005551881;0.6378397196877833;0.5178677567947209;0.7490903768746768;0.7321076687156766;0.5684877831738158;1.0;0.5996533675434345;0.7442493164002014;0.834593709917646;NA;NA;NA;NA;NA;NA
prod stdErr;0.0025401823043407876;0.0064346342955317656;0.02254207195211429;0.04088474689055402;0.011001692219914445;0.016641476374913155;0.0075362511396124135;0.017637448012450645;0.03151202253739408;0.022083141661745707;0.0214347904814506;0.023094252417327647;0.005921281389305568;NA;NA;NA;NA;NA;NA
error of omission;0.9974598176956592;0.9935653657044682;0.9774579280478857;0.959115253109446;0.9889983077800856;0.9833585236250868;0.9924637488603876;0.9823625519875494;0.968487977462606;0.9779168583382543;0.9785652095185494;0.9769057475826723;0.16540629008235397;NA;NA;NA;NA;NA;NA
alloc dis;0.05427879731209573;0.05844220735176256;0.0013790348478675179;0.0018487395966810052;0.03434384015660243;0.00977114060418061;0.05942551840145158;0.011320815883982545;0.0015313079725394084;0.0;0.0003117983939632902;0.0020505319059114895;0.11735186621351908;NA;NA;NA;NA;NA;NA
 ;;;;;;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;;;;;;
 ANO: 1986 ;;;;;;;;;;;;;;;;;;;
 ;1.1.1. Forma��o Florestal;1.1.2. Forma��o Sav�nica;1.2. Floresta Plantada;2.1. �rea �mida Natural n�o Florestal;2.2. Forma��o Campestre (Campo);2.5. Outra Forma��o n�o Florestal;3.1. Pastagem;3.2.1. Cultura Anual e Perene;3.2.2. Cultura Semi-Perene;3.3 Mosaico de Agricultura ou Pastagem;4.1. Infraestrutura Urbana;5.1. Rio, Lago e Oceano;total;population;population bias;user's accuracy;user stderr;error of comission;area dis
1.1.1. Forma��o Florestal;0.5448023710561678;0.018573150832258963;0.0011276287773155757;0.0001964443435577251;0.0015212528014050197;0.009034057066165516;0.011296359477559281;0.00036025121923712354;0.00013663687126709527;0.0;7.820954548916921e-05;0.0017141590215810356;0.5888405210120042;0.5888405210120042;-0.01954432408888836;0.9252120932843603;0.0022544218750664533;0.07478790671563973;0.0195443240888884
1.1.2. Forma��o Sav�nica;0.009899700973260853;0.09531542762354893;5.8447763473791476e-05;9.916536396631812e-05;0.00615094480534982;0.0005735154652687989;0.011082316980782398;0.000287866442402165;0.0;0.0;6.599697357723121e-05;0.00011283814656806393;0.12364622053819836;0.12364622053819836;0.02202816341773513;0.7708721480419485;0.008089035193004895;0.22912785195805152;0.022028163417735155
1.2. Floresta Plantada;0.0004543462947630043;4.252136938698136e-05;0.002229749316749357;0.0;0.0;8.247394512058922e-06;0.00011315322164544366;9.848366697974966e-06;0.0;0.0;0.0;0.0;0.00285786596375482;0.00285786596375482;0.0010344311361784836;0.7802147983944603;0.029950088131582963;0.21978520160553972;0.0010344311361784836
2.1. �rea �mida Natural n�o Florestal;9.556235596482769e-05;1.2497475063153164e-05;6.8473843603359645e-06;0.001872755684276467;0.0006187295951195332;0.0;1.4511017310618891e-05;0.0;0.0;0.0;0.0;5.745554340014857e-05;0.0026783590554950846;0.0026783590554950846;0.00022624448308359386;0.6992175602573556;0.04333089805385342;0.3007824397426444;0.00022624448308359354
2.2. Forma��o Campestre (Campo);0.0017997605338177219;0.01973394642743957;4.9965849755786285e-05;0.0005093942907548886;0.028953578654573056;0.000707043695325729;0.008169912529318963;0.0005657206115873628;1.28971885648341e-05;0.0;8.694526412037243e-05;8.603495413471077e-05;0.06067519999939299;0.06067519999939299;-0.015923111223957218;0.4771896698298898;0.008705153820671913;0.5228103301701101;0.015923111223957252
2.5. Outra Forma��o n�o Florestal;0.001411380689379972;0.00017957454322863961;0.0;0.0;0.0001908426973037619;0.015017217031417207;0.0026588502991462086;7.969479226022757e-05;0.0;0.0;1.6405196275479694e-05;8.768142514042731e-05;0.019641646674151924;0.019641646674151924;0.009472831599529295;0.7645599821923094;0.02328417716555857;0.23544001780769064;0.009472831599529306
3.1. Pastagem;0.006041264055372365;0.009364255486848265;0.00020027093424498162;1.1214821933214634e-05;0.0033513161902679702;0.0028496565507427542;0.1121650295632816;0.003594449660008774;0.0006084494556083246;0.0;0.0006529964476389963;0.00013038749511365912;0.1389692906610609;0.1389692906610609;0.010830571572036367;0.8071209763662593;0.007735873836715364;0.19287902363374065;0.01083057157203643
3.2.1. Cultura Anual e Perene;0.00017843424938336145;0.000453426402768957;1.034881377909714e-05;4.4045362670638674e-05;0.003288651797287216;1.1320147135553124e-05;0.004056894050071297;0.01532194734126379;0.0005191406678897384;0.0;6.420486558686325e-05;8.868125153486165e-05;0.024037094949371375;0.024037094949371375;-0.0032207168308730225;0.6374292473169444;0.015419840286536562;0.3625707526830556;0.0032207168308730112
3.2.2. Cultura Semi-Perene;1.0437049540158402e-05;1.1736244404706933e-05;1.2864266143080573e-05;0.0;0.0;0.0;8.351611963755794e-05;0.0005861721258502318;0.001711120997528098;0.0;0.0;0.0;0.0024158468031038336;0.0024158468031038336;0.0005723983777542565;0.7082903582005626;0.04036988144019847;0.29170964179943737;0.0005723983777542567
3.3 Mosaico de Agricultura ou Pastagem;0.003966320228381441;0.001963101013431739;0.0001961739941112981;0.0;0.0005556358563141842;0.0002871272190095262;0.0;0.0;0.0;0.011946760987176019;0.00037517261704662837;0.0002232448668689092;0.019513536782339747;0.019513536782339747;-0.007566775795163733;0.6122294036408676;0.014300899902684528;0.38777059635913236;0.007566775795163728
4.1. Infraestrutura Urbana;2.581256100339031e-05;0.0;0.0;0.0;0.0;1.2608899913253012e-05;9.344440898084361e-05;0.0;0.0;0.0;0.0019781873705690058;0.0;0.002110053240466493;0.002110053240466493;0.0012184434556893127;0.9375059039418673;0.03359887193558931;0.06249409605813272;0.0012184434556893131
5.1. Rio, Lago e Oceano;0.0006108068760809912;2.4746537553602264e-05;0.0;0.00017158367141942622;0.00012113637781517875;0.0006136848041908326;6.587456536310213e-05;1.0427559190716345e-05;0.0;0.0;1.0378415852059723e-05;0.012985725513163933;0.014614364320629843;0.014614364320629843;0.0008718438968759073;0.8885590387830348;0.026109990478536137;0.11144096121696523;0.0008718438968759058
total;0.5692961969231158;0.14567438395593352;0.0038922970999333037;0.002904603538578678;0.04475208877543574;0.02911447827368123;0.14979986223309733;0.020816378118498364;0.0029882451808580903;0.011946760987176019;0.003328496696155806;0.015486208217505749;1.0;1.0;0;0.8442998711397179;0.0057896111236167115;0.15570012886028206;0.04625492793888242
adj population;0.5692961969231429;0.14567438395593563;0.0038922970999333037;0.0029046035385786816;0.044752088775435385;0.029114478273681285;0.14979986223309907;0.020816378118498194;0.002988245180858092;0.011946760987175977;0.0033284966961558042;0.015486208217505739;1.0;NA;NA;NA;NA;NA;NA
adj pop stdErr;0.004208346050893182;0.0032663837121939703;0.0006269124858424416;0.0006197662581499344;0.0020473145298235537;0.0013093439199583707;0.003357729962152654;0.0014346878086323887;0.0005430422514149031;0.0011217635246120545;0.0005846034832811361;0.0010157684187092834;0.020135662405663873;NA;NA;NA;NA;NA;NA
producer's accuracy;0.9569752511973044;0.6543046555967083;0.5728620553625169;0.6447543216837335;0.6469771455777376;0.515798939972503;0.7487659059976087;0.7360525089447706;0.5726173369203732;1.0;0.5943185621465932;0.8385348647504783;0.8442998711397176;NA;NA;NA;NA;NA;NA
prod stdErr;0.002418601392094573;0.006528658826775053;0.02244806264642051;0.04074943220968742;0.011115399460963496;0.016120676141616233;0.0073489503121466244;0.017471925352783992;0.0311616372656221;0.021982535517920825;0.02082761222008059;0.024230492989673513;0.0057653525770488085;NA;NA;NA;NA;NA;NA
error of omission;0.9975813986079054;0.993471341173225;0.9775519373535795;0.9592505677903126;0.9888846005390365;0.9838793238583837;0.9926510496878533;0.982528074647216;0.968838362734378;0.9780174644820792;0.9791723877799194;0.9757695070103265;0.1557001288602824;NA;NA;NA;NA;NA;NA
alloc dis;0.048987651733896076;0.056661585829298866;0.0012562332940109265;0.0016112067424372354;0.031597020241725365;0.009248859285469434;0.05360852219555859;0.010988861554469147;0.001409451611151471;0.0;0.0002637317397949741;0.00325727761493182;0.10944520092137196;NA;NA;NA;NA;NA;NA
 ;;;;;;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;;;;;;
 ANO: 1987 ;;;;;;;;;;;;;;;;;;;
 ;1.1.1. Forma��o Florestal;1.1.2. Forma��o Sav�nica;1.2. Floresta Plantada;2.1. �rea �mida Natural n�o Florestal;2.2. Forma��o Campestre (Campo);2.5. Outra Forma��o n�o Florestal;3.1. Pastagem;3.2.1. Cultura Anual e Perene;3.2.2. Cultura Semi-Perene;3.3 Mosaico de Agricultura ou Pastagem;4.1. Infraestrutura Urbana;5.1. Rio, Lago e Oceano;total;population;population bias;user's accuracy;user stderr;error of comission;area dis
1.1.1. Forma��o Florestal;0.5429037950216987;0.017883950790793468;0.0010393757703559322;0.0001799163493143639;0.0014943620659634666;0.009141930351007906;0.01181107874340416;0.00034383229301446845;0.0001061487348503565;0.0;6.931023226374894e-05;0.0016443999226577568;0.5866181002753242;0.5866181002753242;-0.01954582757540119;0.9254808107129554;0.0022700674372575455;0.0745191892870446;0.019545827575401242
1.1.2. Forma��o Sav�nica;0.009656180415610652;0.09288720000166965;0.00014113072457511543;0.0001106664999651086;0.006070279214556824;0.0006849546916914703;0.010425069704452245;0.000301425479797885;0.0;0.0;5.2189029683053546e-05;0.00010125133779527393;0.12043034709979729;0.12043034709979729;0.02104941829266408;0.7712939656704382;0.008161534688020446;0.22870603432956182;0.021049418292664032
1.2. Floresta Plantada;0.00039312732165683496;3.0399906484893125e-05;0.0023345214612172068;0.0;0.0;8.158346825401866e-06;0.00015013320109204625;9.742033204345822e-06;0.0;0.0;0.0;0.0;0.002926082270480729;0.002926082270480729;0.0010226090802739874;0.7978317919385314;0.02992210611266094;0.20216820806146862;0.0010226090802739878
2.1. �rea �mida Natural n�o Florestal;9.360519541497238e-05;1.2362538964025027e-05;0.0;0.0018515415231568932;0.0006456982497676635;0.0;1.4354340857144798e-05;6.7734526797248235e-06;0.0;0.0;0.0;3.906039353080955e-05;0.002663395694371233;0.002663395694371233;0.00019955694496719394;0.6951807900981085;0.04307903270122815;0.3048192099018915;0.00019955694496719394
2.2. Forma��o Campestre (Campo);0.0014721464325224596;0.01933253780325148;9.20210835240516e-05;0.0005085044490550491;0.028380937425493497;0.0005720441351804808;0.008502706655551029;0.00044940447735497774;1.2316069458883617e-05;0.0;7.96638875680168e-05;8.612406421807871e-05;0.059488406483178005;0.059488406483178005;-0.015257183318991337;0.47708350422058865;0.008711748263551925;0.5229164957794113;0.015257183318991348
2.5. Outra Forma��o n�o Florestal;0.0015436086325629414;0.0001884723802704497;0.0;0.0;0.000261427315524486;0.015230905235190518;0.0029395930183615127;3.155229527879779e-05;0.0;0.0;1.62280682412441e-05;0.0002388177178176378;0.020450604663247586;0.020450604663247586;0.009232731428253428;0.7447655209218564;0.02231876077119158;0.25523447907814356;0.009232731428253437
3.1. Pastagem;0.005816824106832639;0.008996343145511294;0.0001897719955100876;0.0;0.003510212344583098;0.0031786067354790328;0.11748297586700976;0.003548283266896326;0.0005946506853951206;0.0;0.0006944880818530499;0.0001997762617253554;0.14421193249079575;0.14421193249079575;0.011235810325628683;0.8146550277627554;0.007626212545315761;0.18534497223724455;0.011235810325628731
3.2.1. Cultura Anual e Perene;0.0002621221734191992;0.00040859707166880616;2.2236203894763854e-05;3.3280107101257265e-05;0.0032867909062119986;1.119792272715789e-05;0.0038344782046585884;0.015696974261274723;0.00047412167178963627;0.0;6.351164123045858e-05;7.325154726077597e-05;0.024166561711237364;0.024166561711237364;-0.003202152866914547;0.6495327903421039;0.015545910100953754;0.35046720965789613;0.003202152866914533
3.2.2. Cultura Semi-Perene;2.316489627082446e-05;1.160952736543436e-05;1.2725369775396566e-05;0.0;0.0;0.0;0.00010729303357279112;0.0005696478321418578;0.0018727063806813096;0.0;0.0;0.0;0.002597147039807614;0.002597147039807614;0.0004627965023676927;0.721062901706186;0.039771621049338034;0.27893709829381397;0.0004627965023676927
3.3 Mosaico de Agricultura ou Pastagem;0.004096866934707455;0.0017176039098377757;0.00011690874190216289;0.0;0.0005131646370387207;0.00026476223806846927;0.0;0.0;0.0;0.012136756902539247;0.00036339521042747175;0.0001935542898313632;0.019403012864352667;0.019403012864352667;-0.007266255961813429;0.6255088829445115;0.01440406686940345;0.37449111705548854;0.00726625596181342
4.1. Infraestrutura Urbana;2.5533861004174168e-05;0.0;0.0;0.0;0.0;1.2472760752343001e-05;0.00010437378829335084;6.7734526797248235e-06;0.0;0.0;0.002018768128496415;0.0;0.002167921991226008;0.002167921991226008;0.0011896322885374508;0.9311996172679428;0.03275136704517722;0.06880038273205724;0.0011896322885374504
5.1. Rio, Lago e Oceano;0.0007852977082222435;1.0688316644062016e-05;0.0;0.00017904371074575496;6.835100504689474e-05;0.0005783036745782476;7.568625917187227e-05;0.0;0.0;0.0;0.0;0.013179116741742465;0.014876487416151541;0.014876487416151541;0.0008788648604279767;0.8859024562097755;0.026215836385288245;0.11409754379022452;0.0008788648604279754
total;0.567072272699923;0.14147976539246132;0.003948691350754717;0.002862952639338427;0.04423122316418666;0.029683336091501023;0.15544774281642448;0.02096440884432283;0.0030599435421753067;0.012136756902539247;0.0033575542797634585;0.015755352276579516;1.0;1.0;0;0.8459761989501727;0.005810789388428433;0.15402380104982727;0.04527141972312052
adj population;0.5670722726999519;0.14147976539246268;0.003948691350754714;0.0028629526393384305;0.04423122316418634;0.029683336091501075;0.15544774281642465;0.020964408844322668;0.0030599435421753084;0.012136756902539193;0.0033575542797634576;0.015755352276579506;1.0;NA;NA;NA;NA;NA;NA
adj pop stdErr;0.004186684947681136;0.0032163089314872443;0.0006280789928091778;0.0006131094464986102;0.002028127440374688;0.0013189593633961326;0.003382486594065581;0.0014331586211283303;0.0005460737451621965;0.001127096886992123;0.0005848045078060246;0.0010137964233495307;0.020078685900750775;NA;NA;NA;NA;NA;NA
producer's accuracy;0.9573802514392864;0.6565405289159433;0.5912139627654128;0.6467244681996379;0.6416493914297401;0.5131129866346623;0.7557715135545648;0.7487439487484248;0.6120068409334141;1.0;0.6012615017615255;0.8364850566580696;0.845976198950172;NA;NA;NA;NA;NA;NA
prod stdErr;0.0024354207760362108;0.0066151282741766125;0.022472897526463847;0.041017680067196687;0.011048216639717891;0.015807906431795138;0.007236110364224821;0.01758403710804365;0.032005251402836415;0.021693389605519864;0.02065909774240876;0.024388848017710824;0.005789360696007887;NA;NA;NA;NA;NA;NA
error of omission;0.9975645792239638;0.9933848717258233;0.9775271024735361;0.9589823199328034;0.9889517833602821;0.9841920935682049;0.9927638896357752;0.9824159628919563;0.9679947485971636;0.9783066103944802;0.9793409022575912;0.9756111519822892;0.15402380104982805;NA;NA;NA;NA;NA;NA
alloc dis;0.04833695535644855;0.05508629419625527;0.0011831216185270443;0.0016237083424286798;0.03170057147738632;0.010439398856114137;0.053457913247571986;0.010534869166096215;0.0014488813182526087;0.0;0.00029830772545918604;0.003394741348818151;0.10875238132667908;NA;NA;NA;NA;NA;NA
 ;;;;;;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;;;;;;
 ANO: 1988 ;;;;;;;;;;;;;;;;;;;
 ;1.1.1. Forma��o Florestal;1.1.2. Forma��o Sav�nica;1.2. Floresta Plantada;2.1. �rea �mida Natural n�o Florestal;2.2. Forma��o Campestre (Campo);2.5. Outra Forma��o n�o Florestal;3.1. Pastagem;3.2.1. Cultura Anual e Perene;3.2.2. Cultura Semi-Perene;3.3 Mosaico de Agricultura ou Pastagem;4.1. Infraestrutura Urbana;5.1. Rio, Lago e Oceano;total;population;population bias;user's accuracy;user stderr;error of comission;area dis
1.1.1. Forma��o Florestal;0.5415044690147431;0.017185337694926757;0.0010791642062645422;0.00014652356643466192;0.0013611738384378196;0.009269282387562564;0.011674327795185098;0.00037345084698593543;2.2715987391847553e-05;0.0;4.515031259069041e-05;0.0016127715989693538;0.5842743672494923;0.5842743672494923;-0.018700128160443072;0.9267982635690677;0.0022861040064341143;0.07320173643093231;0.018700128160442975
1.1.2. Forma��o Sav�nica;0.009330508639058332;0.09093527397137885;0.00012409383494150537;0.00013639109513128894;0.005858604979980214;0.00046071187862016354;0.010120893133759157;0.00021794915739698436;0.0;0.0;3.373630157632607e-05;7.686055077310598e-05;0.11729502354261594;0.11729502354261594;0.020755619783528356;0.7752696680975579;0.008272591538361122;0.22473033190244207;0.020755619783528315
1.2. Floresta Plantada;0.0004141356834274971;3.0227895943715706e-05;0.0023669568644970637;0.0;0.0;8.112184786934812e-06;0.0001468450154527958;0.0;0.0;0.0;0.0;0.0;0.0029662776441080068;0.0029662776441080068;0.0010756834337617585;0.7979552653132825;0.030017182585073205;0.20204473468671746;0.0010756834337617596
2.1. �rea �mida Natural n�o Florestal;9.307555298569882e-05;1.2292588518006858e-05;0.0;0.0017654862740157289;0.0005975464158498083;0.0;1.427312028035422e-05;6.729985956810447e-06;0.0;0.0;0.0;3.883937971179743e-05;0.002528243317318205;0.002528243317318205;0.00031850999479194166;0.6983055238086981;0.04370200670891673;0.30169447619130185;0.00031850999479194134
2.2. Forma��o Campestre (Campo);0.001621999854497249;0.018956729979836228;9.531623348432277e-05;0.0005452734274840316;0.028133977205570107;0.0007374110623920706;0.008976441009377858;0.0005812526258758511;0.0;0.0;8.085812362192925e-05;9.919892321994347e-05;0.05982845844535959;0.05982845844535959;-0.016245193026570112;0.4702440600448408;0.008648798731816528;0.5297559399551592;0.0162451930265701
2.5. Outra Forma��o n�o Florestal;0.0014745412184205818;0.00024132807952195582;1.7105644346169187e-05;0.0;0.0003245726366840102;0.015114013357357957;0.002958544912407772;8.077525187173466e-05;1.0208269661947328e-05;0.0;1.3736664524344674e-05;0.00032781898962999293;0.020562645024426465;0.020562645024426465;0.009089117435619153;0.7350228212082622;0.022224677708127017;0.26497717879173777;0.009089117435619173
3.1. Pastagem;0.0061848477853574165;0.008475528044217638;0.00021548810916821002;2.5919339908275948e-05;0.003542106429893051;0.003059659674871754;0.12141915519750295;0.0038193064044394005;0.0006300123142726881;0.0;0.0006405885779562522;0.00015985279415917393;0.1481724646717468;0.1481724646717468;0.011425472035701066;0.8194447967541632;0.007552079551821401;0.18055520324583685;0.0114254720357011
3.2.1. Cultura Anual e Perene;0.00022662090447250278;0.0003566632758488421;1.1478503460868624e-05;2.167420348624272e-05;0.0031794102853094025;0.0;0.004024598171182275;0.01620608602054409;0.00048459369156247603;0.0;8.464360440960506e-05;7.594344052753937e-05;0.024671712100803843;0.024671712100803843;-0.0027919982211086734;0.6568691282684032;0.01548798319253838;0.34313087173159684;0.0027919982211086596
3.2.2. Cultura Semi-Perene;2.303382329052291e-05;1.1543837653989531e-05;1.265336633871374e-05;0.0;0.0;0.0;8.298139891221385e-05;0.0005874284598935048;0.001955057409474481;0.0;0.0;0.0;0.0026726982955634256;0.0026726982955634256;0.00042988937680001407;0.7314919954563519;0.039691580528796185;0.2685080045436481;0.00042988937680001407
3.3 Mosaico de Agricultura ou Pastagem;0.0040418399418072565;0.0018457179582982686;0.00011970431536837087;0.0;0.0005003864969600984;0.00031362383129918044;0.0;0.0;0.0;0.012490493212168363;0.00046036828834413005;0.00024223607978068697;0.020014370124026352;0.020014370124026352;-0.007523876911857999;0.6240762579469873;0.014273623787517373;0.3759237420530127;0.007523876911857989
4.1. Infraestrutura Urbana;2.538938380810583e-05;0.0;0.0;0.0;0.0;1.2402186642911014e-05;0.00010399441605166047;6.73512673087172e-06;0.0;0.0;0.002013349913752633;0.0;0.0021618710269861816;0.0021618710269861816;0.0012105607597897286;0.9312997346374549;0.03300461931508667;0.06870026536254514;0.0012105607597897288
5.1. Rio, Lago e Oceano;0.0006337772871809914;0.0;0.0;0.0002054854056499164;8.548713010498713e-05;0.0006765458965121;7.588253733577343e-05;0.0;0.0;0.0;0.0;0.013174690300738371;0.01485186855752214;0.01485186855752214;0.0009563434999878249;0.8870729127255629;0.02611323954791852;0.11292708727443712;0.0009563434999878238
total;0.5655742390890494;0.13805064332614425;0.004041961077869766;0.0028467533121101464;0.04358326541878949;0.02965176246004564;0.1595979367074479;0.021879713879695183;0.0031025876723634396;0.012490493212168363;0.0033724317867759104;0.015808212057509964;1.0000000000000002;1.0000000000000002;0;0.8470790087417459;0.005832085492847678;0.1529209912582541;0.04526119631997979
adj population;0.5655742390890799;0.13805064332614508;0.004041961077869764;0.002846753312110149;0.0435832654187892;0.029651762460045673;0.1595979367074478;0.021879713879695048;0.003102587672363442;0.012490493212168337;0.0033724317867759087;0.015808212057509957;1.0000000000000002;NA;NA;NA;NA;NA;NA
adj pop stdErr;0.0041737962239149235;0.0031765962903105706;0.0006341999540838167;0.0006098644239561647;0.0020088897378525406;0.0013163922765184967;0.0034019502640564594;0.0014559551286124355;0.0005481486170650899;0.0011402583125684478;0.0005863431755770726;0.001012655559091719;0.020065049963607737;NA;NA;NA;NA;NA;NA
